ID_Cliente,Saldo_Insoluto,Saldo_Vencido,Mora_Temprana,Castigos,Capital_Dispersado,Capital_Liquidado,Duración_Préstamo,Tasa_Interés,Estado_Préstamo
98,5391.58,330.51,0,158.5263101,11278.7116,16317.88088,43,10.26244989,0
99,5007.67,259.99,0,221.5531065,22686.07819,9373.244272,45,12.32972157,1
100,4648.12,241.68,0,161.2190846,,15729.19516,20,8.554619778,0
101,2876.94,440.56,0,206.6592886,22831.61132,16092.7302,32,8.729350154,0
102,,320.07,0,181.0799236,96966.0248,20129.82122,33,12.06717189,0
103,4485.93,89.74,0,1437.980203,12838.23322,18326.58687,35,,0
104,3796.58,232.65,0,247.5157829,26793.0927,20426.37162,51,53.43659952,0
105,4758.07,214.18,0,,23883.23155,10485.57574,44,5.644513532,0
106,5606.08,245.37,0,201.2023885,22515.87728,10517.90825,34,12.55823838,0
107,7829.28,356.29,0,241.118047,16798.15128,16476.44852,48,8.780021801,0
108,5261.87,289.26,0,204.5825039,24055.42307,20097.83394,50,44.20083333,1
109,5386.33,292.31,0,273.4795684,13583.74189,14098.04735,29,9.599773908,0
110,4888.33,431.35,0,196.3718967,8861.769387,11668.69708,29,7.604269389,0
111,2121.84,230.35,0,130.125533,12188.37065,7793.397594,62,12.43693078,0
112,24801.15,486.42,1,100.0689237,15390.05982,16633.6317,33,10.34443282,0
113,5090.35,232.87,0,283.415556,,14491.88784,37,11.39876181,0
114,8694.86,308.92,0,223.9252237,17825.78216,13047.24156,34,,0
115,4711.46,271.88,,227.2128425,18047.83383,19073.35516,49,11.97323469,0
116,5452.32,312.34,0,274.4823921,16750.80859,14609.4242,45,12.84737338,0
117,24739.66,344.46,0,117.4132528,9418.426139,15003.99099,34,7.450953486,0
118,16234.91,343.38,0,182.0699392,20960.61684,19049.43175,43,7.750011689,0
119,6714.23,224.69,0,188.1965085,18676.62623,124291.555,39,8.389585413,0
120,6127.9,187.71,0,237.1137617,16518.28208,12999.91888,37,11.84949826,0
121,6186.55,,0,165.3679887,26990.10646,55284.60507,32,10.36199637,0
122,3635.92,251.6,0,139.9313128,18789.17318,10549.23464,38,9.867492864,0
123,7104.19,369.92,0,139.4825675,20292.65866,17145.70877,31,10.73453156,0
124,2897.22,139.24,0,1287.354519,23979.25076,10092.66456,37,13.86428589,0
125,5880.29,272.04,0,814.3669765,12550.69579,,177,6.508532446,0
126,8285.68,287.28,0,172.3991258,19886.94973,13716.24009,19,9.380130945,0
127,3514.2,347.28,0,231.7249075,23962.73927,22003.79591,30,3.847232563,0
128,4150.55,27.75,0,825.2636479,19543.35549,20367.87098,33,11.01323865,0
129,5149.48,316.61,1,114.7525789,13483.28707,8084.781618,58,12.17402043,0
130,4244.79,185.03,0,120.9149413,17587.62278,110658.5458,34,9.38667419,0
131,2674,332.43,0,197.1596302,20944.93323,9527.319513,39,11.30556104,1
132,5102.84,196.37,0,224.8664215,9465.610549,15721.30953,62,6.928101061,0
133,3406.54,214.45,0,189.8877378,13236.69502,11244.55386,17,10.95731025,0
134,5710.39,272.64,0,221.5221352,29867.68448,13252.62926,18,14.90934718,0
135,3620.86,194.77,,119.3581237,22422.95114,10588.15975,27,9.236060958,0
136,36624.51,252.45,0,122.734823,27417.3528,22539.85134,160,10.83495376,1
137,3825.12,180.66,0,312.6967958,24331.58851,14369.57006,33,8.820150311,0
138,4516.91,116.68,0,261.6392136,21969.91822,16015.15419,30,10.35197629,0
139,6220.28,401.8,0,238.4485946,18454.60381,10174.75702,21,12.21551397,1
140,3153.7,170.4,0,167.0137665,21906.06937,8632.20807,48,11.19848592,0
141,5341.19,282.13,0,188.0996905,27249.82095,13001.34987,31,9.795316234,1
142,6960.71,375.29,0,199.9161341,24127.69462,17346.57031,50,9.762182886,0
143,2588.78,238.51,5,265.7173057,20834.05152,14453.46532,24,7.59674492,0
144,5276.95,217.48,0,220.1391383,19138.26465,19385.42773,60,12.03629396,0
145,5389.82,322.62,0,226.2956901,22491.61794,15558.76901,16,,0
146,6172.73,411.79,0,191.6172532,86698.93482,15029.09347,36,7.489124544,0
147,3144.57,183.07,0,239.6332533,22492.37205,17408.00709,24,10.35177089,0
148,3019.32,284.99,0,1075.580687,16510.22255,15451.34789,36,8.14626983,1
149,5782.91,633.75,0,202.2011366,18230.39556,19248.13142,24,9.088906982,1
150,5445.48,260.68,0,162.8457914,14861.47267,17498.44854,10,11.62322139,0
151,,303.42,0,194.3214129,17801.18478,19099.34215,27,11.9792638,1
152,5519.67,214.54,0,146.0233648,16581.36171,18224.05537,55,11.42227785,0
153,3979.96,254.3,0,197.9930497,28459.57696,21121.21775,24,9.458749206,0
154,,159.18,0,204.4455679,15527.52121,18730.2037,42,10.92111403,0
155,5439.61,307.71,0,79.77408077,21924.17648,22864.17993,36,8.454822736,0
156,3928.47,405.57,0,188.483023,15265.5884,12564.66532,31,11.50555377,0
157,38993.31,190.29,0,141.2059898,20234.48018,18756.52868,61,9.963468156,1
158,5710.75,237.73,0,224.9319663,21449.57701,8786.774492,32,9.050355271,1
159,3213.04,350.25,0,231.8579872,10744.48163,19261.8287,38,8.542394536,0
160,5984.83,421.21,0,178.6830091,13011.49256,15254.00061,37,,1
161,3537.98,150.68,0,227.4511044,15226.63404,19215.60266,55,9.726227206,0
162,6180.63,283.12,0,,13483.81563,22557.79971,18,9.020815613,0
163,6737.89,328.31,0,188.514208,20420.42601,18604.93522,63,9.013161484,0
164,3768.98,289.79,0,276.7143488,21212.90104,13142.64479,54,7.513329534,1
165,32225.32,52.32,0,163.7462531,14684.64022,10104.12568,41,10.33305094,0
166,5619.17,350.11,0,273.5682852,20620.99218,17412.04885,43,10.57465242,0
167,6233.09,2259.67,0,943.7001427,17879.60693,13713.28332,33,35.18323079,0
168,7845.19,311.67,0,157.8336823,19502.61983,17986.19593,38,7.847898545,0
169,4631.92,196.89,0,182.4225762,16857.88355,12719.66747,37,6.703692088,0
170,3869.4,248.69,0,145.0305386,22438.28366,10817.34964,25,12.40923082,0
171,3665.73,476.99,0,239.2278934,28174.64628,13912.17084,54,11.23667194,1
172,3776.28,391,0,119.8615511,23871.67108,17254.28479,39,12.20798821,0
173,4884.35,364,0,269.4804277,134834.7712,15549.89417,38,13.24053949,1
174,5511.73,335.64,,153.2066399,12985.87608,11341.11424,26,10.87848636,1
175,27075.18,233.89,0,241.8326686,16621.45449,23102.31351,50,9.879837041,1
176,6240.77,279.94,0,201.2112931,22826.17916,14375.65695,35,10.39043116,1
177,5019.5,292.21,0,213.5407642,27541.47087,4821.79125,30,8.710538449,1
178,7180.3,354.96,0,170.4978314,23252.20213,19195.33824,23,8.392843905,0
179,4603.01,450.89,0,217.6404,14868.87957,14950.03243,34,9.159024258,1
180,9080.25,411.83,0,206.7487144,17826.71333,14232.65112,22,9.503738665,1
181,5938.5,158.06,0,127.1044466,21667.02218,14143.22562,40,6.679615681,0
182,3714.26,322.4,0,151.8749999,19176.70239,14168.5668,45,7.527151666,0
183,3393.66,373.68,0,172.9543944,16006.13771,22510.39488,31,7.45938421,1
184,,361.89,0,162.2501741,18548.72778,17090.39461,39,7.37556687,0
185,4664.81,237.08,0,262.6405473,,16171.70037,51,11.27463125,0
186,6071,591.41,0,200.3507092,14575.39347,13817.67439,34,9.331218472,1
187,28549.28,172.29,0,161.0664326,24922.54536,22778.13222,35,9.614472821,0
188,4890.76,191.68,,175.4615088,17801.92589,18793.18753,36,10.76557684,0
189,3729.81,323.36,0,174.7768458,19637.11887,19450.74308,31,11.64566703,1
190,2727.73,511.68,0,185.5975264,125876.3176,16251.75587,32,10.91129676,1
191,4330.23,216.38,0,146.2335298,19375.00667,19499.71885,27,13.27544013,1
192,6284.6,273.42,0,,24901.79414,16769.32904,41,,0
193,5321.14,407.73,,238.3303456,14853.9957,13329.19843,35,10.39456618,0
194,15656.96,298.21,0,209.2671552,22164.77957,16662.37117,43,43.94750706,1
195,5259.77,266.54,0,192.3831227,24196.61178,,48,6.211548088,0
196,27889.88,356.56,0,200.1311409,15850.66001,15917.1825,23,10.15798054,0
197,,327.25,0,197.7219622,95540.76019,20715.76377,26,,0
198,5230.59,2015.22,0,189.5434448,19211.62208,20361.20873,44,8.515427409,0
199,5087.31,429.15,0,225.8552419,21048.19609,17532.91354,33,8.978409138,0
200,3285.54,330.7,0,222.1579993,22374.00809,22455.48466,37,11.92073094,0
201,27683.41,329.17,0,121.4118513,15443.96901,,37,9.902025656,0
202,5841.18,321.41,0,193.4218907,19699.72571,6736.299957,25,8.153312347,0
203,6624.58,348.91,0,124.70903,27956.59087,22775.21943,42,8.08412249,0
204,6580.7,305.52,0,231.7788602,25269.38396,12086.58274,39,11.31260605,0
205,2933.5,299.94,0,,23969.21923,15502.97432,24,9.737654556,0
206,3593.26,419.66,1,169.4610551,19036.10201,22877.602,34,9.709324074,0
207,28862.76,451.61,0,194.1620522,30644.15412,15898.42604,35,7.240571233,0
208,5770.68,149.24,0,94.42798514,25149.07094,22603.23946,45,10.95401521,1
209,5772.57,301,0,248.6394907,20187.09434,13252.92143,50,12.06495496,1
210,53895.49,231.13,0,235.483687,21102.05358,17771.52451,36,9.275172941,1
211,5856.34,268.9,0,257.5042631,17705.75173,76308.04218,16,10.8186511,0
212,6703.35,340.25,1,274.327207,21966.85846,21707.85124,45,9.186241104,0
213,6431,1834.72,0,138.7945354,,13822.73166,62,11.18772548,0
214,5977.09,288.79,0,244.4022101,23513.04042,10660.63492,45,10.98769554,0
215,4527.1,108.67,0,273.9652222,19096.58054,12895.71444,33,9.231382022,0
216,6138.45,,0,125.2711064,12631.50331,13095.36319,41,5.745493375,1
217,3840.76,389.65,1,191.4394394,21208.94173,12087.82483,46,8.401087495,0
218,4644.77,25.96,,181.8299008,23533.96753,11900.74629,37,10.68922919,0
219,4271.95,418.74,0,242.7730932,15107.2333,20047.72774,52,11.76795476,0
220,5122.81,352.12,0,80.30294668,19545.83711,21335.18779,22,8.790528225,0
221,8471.99,431.62,0,290.7978848,26707.32913,16763.67373,31,12.68906001,0
222,2199.1,,0,194.3731468,13982.62471,12087.01706,37,12.98757007,0
223,6029.39,93.86,0,245.8047201,18581.32825,12371.86271,44,11.39667447,0
224,2580.93,343.04,,196.9881381,27435.69574,5671.899158,29,7.728024608,1
225,4292.1,427.47,0,224.6062525,20788.57677,16708.5857,31,11.42271951,0
226,6633.43,1962.36,0,83.92908707,17369.94086,11927.71401,28,8.923196106,0
227,5096.42,233.73,0,180.7558814,,21619.95159,27,8.813522091,0
228,3383.38,308.68,0,242.3880606,24129.58566,8798.487443,42,10.90594791,0
229,3927.04,246.72,0,1072.183087,,12334.41405,36,10.85711624,0
230,6019.4,218.07,0,118.1579454,22987.91057,14569.97249,52,,0
231,3904.45,395.54,0,203.0712447,21174.95079,17093.53299,23,11.31387963,1
232,5324.69,180.25,0,159.0628837,,23113.25548,34,9.886127007,0
233,25341.79,210.62,1,773.6451872,116538.5378,8833.060945,45,7.102301634,0
234,,189.6,0,,18525.85959,13641.27906,40,14.16541156,0
235,8215.92,150.98,0,,15277.44624,8573.239137,23,9.218159919,1
236,5950.88,314.64,0,255.6507222,22371.97803,18554.78216,50,8.574387065,0
237,1962.29,416.15,0,1530.035784,19337.97944,60444.88094,37,7.570294512,0
238,5279.68,281.51,0,126.2975804,17759.44387,14535.13326,59,10.3033734,1
239,4007.32,149.43,0,238.3686081,22631.92645,14224.81408,34,10.07139896,0
240,6278.65,1919.97,0,241.6585685,26386.73541,15523.29122,50,9.759361456,0
241,3811.22,468.57,0,170.9747661,19227.10808,71483.91723,32,12.99676198,0
242,4827.9,235.38,0,154.1210807,20042.24769,53137.15419,33,56.58574916,0
243,5757.48,,0,145.712884,70455.81952,76910.24945,42,7.964626988,0
244,6298.63,351.57,0,173.6323378,18886.52696,11425.25771,16,14.14776526,0
245,3199.56,462.19,0,210.1310798,21106.45223,18665.53441,12,,1
246,,248.02,0,268.0056005,19897.77951,15258.36102,28,9.76850299,0
247,4287.58,166.76,0,255.2669169,18189.22084,10321.15749,20,8.539556856,0
248,4020.01,363.14,0,119.2291528,23629.20835,25830.9405,9,10.7409587,1
249,,379.91,0,160.5578376,,22464.83342,225,11.27227491,0
250,5607.47,300.61,0,264.9820187,32944.01559,25995.62686,37,9.174195942,0
251,3108.67,244.19,0,163.4453584,21038.59632,13456.97111,32,60.50454692,0
252,6376.79,399.44,0,197.1542918,,11241.66267,38,10.39813683,0
253,8183.23,352.8,0,114.7355533,14439.84196,,42,12.92200777,0
254,6548.7,1115.78,0,257.6516708,22660.5964,19986.1265,39,11.85815204,1
255,2720.95,304.91,0,104.3625897,16783.451,15885.2726,38,9.057498859,1
256,4273.65,164.83,0,117.859471,17093.84866,5533.168654,42,12.11034561,0
257,6900.37,368.59,0,252.540853,13803.85078,10585.02942,30,8.70951129,0
258,3938.5,273.78,0,296.003084,17616.33765,16901.27091,27,11.25300885,0
259,5665.73,1282.14,0,185.4694458,20969.63878,12029.22009,37,11.05298369,0
260,6161.95,296.71,0,197.6568594,,8857.453904,44,8.96592401,0
261,3609.6,304.03,0,245.413978,14900.52174,69202.7481,28,6.01133456,1
262,4910.71,389.49,1,214.4723907,24027.03057,1950.636425,60,12.95542235,0
263,138.1,359.11,0,181.339091,14043.15455,12285.12486,45,10.83767688,1
264,3463.42,284.36,1,175.7273189,22189.78054,13082.89518,37,10.04110505,0
265,4621.15,1881.83,0,121.6601021,21685.23387,16396.78619,44,10.03747326,0
266,3128.33,340.07,0,211.6470886,15328.20907,17464.29518,42,11.94955297,1
267,7448.62,257.34,0,195.4041589,14733.42237,16699.69417,42,14.37055334,1
268,2854.79,287.53,0,178.107691,21911.4522,19037.61975,43,11.80549688,0
269,4339.93,285.18,0,149.9092602,17200.58741,14244.09377,38,10.73511467,0
270,5196.11,350.53,0,154.9734573,19047.50327,8449.853754,29,10.57193204,0
271,7161.91,263.3,0,230.918846,23436.67909,15198.87531,22,53.64029175,0
272,2846.21,1304.8,1,244.0831824,22395.68581,11060.24736,41,7.992427942,0
273,6744.75,496.88,1,183.6441922,15420.27742,8894.008256,51,11.1700646,1
274,25076.75,393.97,0,178.3760213,19732.10405,17605.57415,34,7.378825002,0
275,3527.74,223.94,0,157.3175977,15326.42399,8642.027332,38,10.88375716,0
276,5693.16,357.09,0,246.8410022,24349.69475,18060.94288,101,9.05676454,0
277,5298.59,311.84,0,201.5497885,27682.58432,9185.285712,37,11.73147617,0
278,4099.67,339.16,0,218.395049,15774.52342,13692.54429,106,10.76135468,0
279,5104.7,,0,1089.617533,19844.16448,,22,9.298397793,0
280,4422.03,418.96,0,,24587.30506,20116.02749,37,7.978936308,0
281,5170.28,334.56,0,141.731995,20121.05504,17674.51474,35,12.95238568,0
282,5993.2,293.79,0,150.1933422,22807.52644,11290.89771,45,9.827272515,0
283,,404.22,1,256.3942766,20258.03166,14290.82183,45,13.47965449,0
284,3143.28,323.33,0,163.7157843,14715.98146,20982.35637,26,7.537836029,0
285,8199.55,,0,179.481884,20594.62509,21718.58822,13,9.494131558,1
286,2071.87,,0,143.2804732,25636.4182,8840.357536,25,5.498631235,0
287,4772.32,1453.2,0,139.1966741,21571.46035,20922.88533,27,11.51248809,0
288,,300.92,0,161.5417501,28118.37142,20578.41568,43,11.67636133,0
289,5421.49,241.33,0,284.4203592,11142.4807,15803.75939,43,8.789799133,1
290,20329.75,224.88,0,232.9018696,21895.23725,,35,8.691261049,0
291,,200.14,1,173.6605564,16759.96007,12523.03957,224,9.223139864,0
292,4260.5,,0,254.1438397,15621.84419,9359.68265,67,9.520234596,0
293,4115.95,212.03,0,192.3850563,26672.09304,16525.24393,35,8.881002113,0
294,6274.4,282.57,0,267.7170023,18724.97511,14234.74481,33,12.16183635,0
295,5535.52,310.31,0,310.5865175,18242.27369,16957.14218,26,9.062299753,0
296,3960.64,,0,251.408087,21717.87943,17064.64824,40,6.207360053,0
297,6349.4,64.43,0,204.7275478,9237.407735,26330.55807,50,9.490279694,0
298,5460.95,457.46,0,234.9654937,26774.3297,20385.07653,30,8.975170317,0
299,6219.29,408.65,0,200.753561,29522.15157,17461.12492,31,7.38438686,1
300,5944.44,344.58,0,108.2000818,24575.56723,5383.672424,30,10.37819961,0
301,3756.51,490.75,0,167.2687293,22059.9487,16765.39238,22,,1
302,4159.73,202.26,0,152.4204202,18917.12286,22120.20397,38,10.76175019,0
303,6120.94,488.76,0,166.1604479,14623.93841,13078.67824,38,9.933891603,0
304,5915.56,203.48,0,289.6835716,25970.31908,24858.06452,36,8.873302205,0
305,4968.65,323.87,0,256.1074871,24581.70812,17447.38978,58,7.708167624,0
306,5175.99,172.62,1,222.0442401,22250.58127,16325.49741,41,7.073254002,0
307,,301.47,0,240.6171475,21668.14445,10541.53579,23,11.76340489,0
308,,338.62,0,105.3943257,21502.96207,,44,9.401050353,1
309,5820.65,284.53,0,236.4091857,17370.3164,11262.18143,32,6.642579734,0
310,4696.71,1856.94,0,246.9812158,32505.84414,12460.31861,32,,1
311,4673.48,309.9,0,88.01264062,18571.8823,6535.153478,34,9.453622896,0
312,33240.83,247.76,0,238.2618377,17866.47903,19032.6923,33,12.82594653,1
313,6238.12,243.32,0,128.7963179,25603.03156,17644.49321,39,9.176102045,0
314,6220.26,381.09,0,101.4997322,19853.97114,15045.90957,61,11.95880401,0
315,6958.22,234.63,0,266.3159108,19905.02742,18331.10217,32,9.562449168,0
316,5031.51,391.54,0,149.6475476,27072.84686,17906.95519,37,7.636744448,1
317,6022.93,422.27,0,821.0133152,23393.07623,13355.17473,39,10.94309165,0
318,4534.6,133.13,0,249.4802271,118235.4637,,37,12.43522477,0
319,5486.25,413.29,1,184.7380864,12911.44753,7281.274807,31,11.81377843,0
320,4804.79,506.04,0,190.9917313,22002.70089,14200.45646,48,10.62792434,0
321,,325.2,0,189.8956547,14971.96032,9113.328144,30,11.99457325,0
322,5892.74,,,217.3799385,17725.02997,15732.00645,25,10.34065046,0
323,3772.67,403.7,0,188.6832792,20878.20635,14278.12183,57,10.16384548,0
324,8138.58,272.45,0,205.7063037,19818.95099,65954.30716,22,7.054778891,1
325,3490.97,318.23,0,174.8220937,23271.09153,19709.32272,47,10.42462037,1
326,3178.72,168.58,0,217.5909795,23853.49826,10561.36109,34,65.07952873,1
327,33685.83,313.86,0,215.6921516,24228.1692,6684.078879,21,6.727964875,0
328,30937.47,,0,294.8942919,13278.99528,13985.73129,31,7.375657114,0
329,5936.18,,0,904.6872626,31813.29131,11670.25545,166,9.345834006,0
330,5942.52,406.54,0,190.7917241,99385.52828,15547.06123,16,7.288554768,0
331,4981.63,222.52,0,1059.706081,26064.66677,10888.81777,41,11.36856043,1
332,3654.12,1233.7,0,248.2217822,7428.435761,16892.3761,40,6.544915186,0
333,5113.71,489.55,0,145.4207423,18673.356,10622.03705,32,11.36119285,1
334,3984.26,284.97,0,205.1788261,12696.58951,10573.33954,42,,0
335,6462.68,320,0,74.6086982,15693.17315,17773.95673,38,11.31380495,0
336,4779.41,293.3,0,186.4234042,20252.77876,14790.966,52,10.04087012,0
337,3761.75,217.83,0,253.6363515,18326.25281,9658.197116,23,11.06854204,1
338,4517.92,462.35,0,163.6928782,26570.08504,10716.8295,32,7.689397654,0
339,,247.23,0,208.8418808,28844.95998,13322.33479,48,10.51942375,0
340,4154.41,187.27,0,173.5547213,15165.82894,9856.671932,42,8.763210981,0
341,3766.67,1274.63,0,157.0298901,17561.17417,13704.2927,8,11.78154344,1
342,5365.53,99.83,0,248.5742999,14844.55881,13862.65384,16,11.42045822,0
343,5367.45,234.87,0,147.7370655,25779.5009,10873.20797,36,8.379232277,0
344,4239.59,203.19,0,214.6482647,20795.21802,17925.17251,56,10.70331748,1
345,4293.44,361.74,0,215.417581,20161.65585,10408.27898,31,10.78623175,0
346,5348.07,232.66,0,157.4100241,21562.33205,20605.50719,44,9.051852899,0
347,2827.87,388.78,0,207.7842628,18444.14554,14016.82124,37,10.04491086,0
