region,division,sucursal,ubicacion,Country,State,City,si_m_12,si_m_11,si_m_10,si_m_09,si_m_08,si_m_07,si_m_06,si_m_05,si_m_04,si_m_03,si_m_02,si_m_1,si_act,si_vnc_m_12,si_vnc_m_11,si_vnc_m_10,si_vnc_m_09,si_vnc_m_08,si_vnc_m_07,si_vnc_m_06,si_vnc_m_05,si_vnc_m_04,si_vnc_m_03,si_vnc_m_02,si_vnc_m_01,si_vnc_act,si_30_89_m_12,si_30_89_m_11,si_30_89_m_10,si_30_89_m_09,si_30_89_m_08,si_30_89_m_07,si_30_89_m_06,si_30_89_m_05,si_30_89_m_04,si_30_89_m_03,si_30_89_m_02,si_30_89_m_01,si_30_89_act,cst_m_23,cst_m_22,cst_m_21,cst_m_20,cst_m_19,cst_m_18,cst_m_17,cst_m_16,cst_m_15,cst_m_14,cst_m_13,cst_m_12,cst_m_11,cst_m_10,cst_m_09,cst_m_08,cst_m_07,cst_m_06,cst_m_05,cst_m_04,cst_m_03,cst_m_02,cst_m_01,cst_act,cd_m_12,cd_m_11,cd_m_10,cd_m_09,cd_m_08,cd_m_07,cd_m_06,cd_m_05,cd_m_04,cd_m_03,cd_m_02,cd_m_01,cd_act,pct_fpd_m_12,pct_fpd_m_11,pct_fpd_m_10,pct_fpd_m_09,pct_fpd_m_08,pct_fpd_m_07,pct_fpd_m_06,pct_fpd_m_05,pct_fpd_m_04,pct_fpd_m_03,pct_fpd_m_02,pct_fpd_m_01,pct_fpd_act,qts_ago_22,qts_sep_22,qts_oct_22,qts_nov_22,qts_dic_22,qts_ene_23,qts_feb_23,qts_mar_23,qts_abr_23,qts_may_23,qts_jun_23,qts_m_12,qts_m_11,qts_m_10,qts_m_09,qts_m_08,qts_m_07,qts_m_06,qts_m_05,qts_m_04,qts_m_03,qts_m_02,qts_m_01,qts_act
Nucleo Uno,Division Red Mexiquense,Sol y Campo,"19.57, -99.2",Mexico,Estado de México,Tlalnepantla,3741828.5699999994,4423438.350400001,5225713.432399999,5850424.140400001,6389914.64,6934346.828800001,7258121.748399999,8103239.241199998,9063009.9288,10573906.46719999,11426518.2364,12014395.852799991,12909063.204799991,87028.7132,219436.55599999998,204754.2052,395542.9232,186854.2904,393391.12679999997,619818.4464,791462.2392,904567.4344,1218141.6199999999,1098020.99,1393370.8872000002,1318113.412,226689.15519999998,286605.4556,312279.5412,261282.5496,582332.4408,617442.4004,550134.0888,661067.5868,660452.8072,716461.306,884647.5059999999,693163.1128,1042109.8999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34111.43,0.0,91302.17,106772.37,89875.19,19903.1,66899.95,0.0,205267.04,208267.90000000002,214586.47999999998,575916.91,618849.52,749963.7200000001,610544.84,570235.98,443034.02,547142.28,790613.0599999999,944591.6400000001,1388239.2799999998,995943.5500000002,828688.3099999999,1007631.89,0.0,0.04,0.0,0.10810810810810811,0.0,0.029411764705882353,0.06896551724137931,0.0,0.045454545454545456,0.0625,0.03125,0.02564102564102564,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.02,-0.02,374.1,0.0,343.31,202.92,3566.6099999999997,59.1,1434.84,122.78,1401.24,6623.7,7826.27,2088.5299999999997,2260.77,995.15
Nucleo Uno,Division Red Mexiquense,Valle Verde,"19.52, -99.27",Mexico,Estado de México,Naucalpan de Juárez,14277730.609999979,14752275.449199958,15184962.681599969,15267221.684399985,15212303.696799977,15703080.097599987,15400922.878,15241428.891599983,15497684.473999985,15979098.80279999,16145030.77839999,16220856.8076,16513681.465999987,1329546.4444,1312857.7255999998,1375386.7868,1452095.0648,1362077.6975999998,1411426.8848,1512933.2972000001,1500402.3664,1104156.7995999998,1251980.4372,1354602.8004,1252591.4296000001,1344389.2288,1085775.6644,1068943.2448000002,982574.182,967974.9564,992175.6296,850631.2856000002,533463.7431999999,808758.638,1201375.8800000001,979708.7716,803615.4304,1238852.2100000002,1429133.9144,19629.95,194118.74999999997,309337.82999999996,80005.38,38323.44,69847.48999999999,261855.68,258480.41999999998,216420.6,194704.79,265313.38000000006,109290.12,198768.76,155990.81,289873.92,226662.83000000002,447806.02999999997,253374.1,126573.93,441326.71,147479.03000000003,289016.83999999997,256635.62000000002,195685.29,885067.0799999998,899615.44,728114.61,694054.0399999999,573932.07,877343.46,578764.51,688630.35,948216.66,1023345.9400000002,766416.3999999999,740303.78,697957.57,0.06896551724137931,0.0,0.1,0.02702702702702703,0.02127659574468085,0.027777777777777776,0.061224489795918366,0.02702702702702703,0.06896551724137931,0.06557377049180328,0.02127659574468085,0.047619047619047616,0.14285714285714285,842.6499999999999,926.34,716.15,4182.159999999998,8679.9,20095.850000000002,771.48,12899.71,17943.299999999996,61410.88,2914.1699999999996,9032.560000000001,626.8100000000001,4710.23,1360.88,7682.34,720.22,-570.8399999999998,7774.52,7225.610000000001,18382.390000000003,9666.74,2686.419999999999,1782.7600000000002
Nucleo Uno,Zona Norte Valle,Bosques Tultitlan,,,,,3668597.2992,4267874.905599998,4838845.823999999,5510867.502799999,6002048.758799999,6508168.5992,7117818.013599999,7556331.5748,8579732.22039999,9021983.9896,9765601.02559997,10085215.2968,10299957.160799991,128861.3284,170183.5216,169911.35080000004,279574.36079999997,249703.594,195511.5704,400340.574,405860.3512,353464.604,424940.0272,461847.49,371752.0996,562137.9940000001,93983.9264,197472.9332,201411.9984,134549.372,233104.3836,380399.9696,307459.886,254871.75319999998,199999.5688,147788.0724,396765.318,736403.7903999999,640193.1692000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28720.43,0.0,81104.25,31318.38,30714.65,0.0,82598.65,132503.95,0.0,87025.88,187188.09000000003,445275.19999999995,554149.22,547622.95,659717.9299999999,537246.65,455700.74,561460.9,578421.97,1196268.07,585568.62,710641.74,611028.71,399382.44,0.04,0.0,0.0,0.08,0.034482758620689655,0.0,0.0,0.0,0.043478260869565216,0.044444444444444446,0.05555555555555555,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,49.94,449.42,0.0,0.0,430.01,-342.0,0.0,565.67,23.67,113.6,123.05000000000001,26444.77,10146.69,8724.580000000002,5981.349999999999,399.29
Nucleo Uno,Zona Norte Valle,Cielos de Metepec,,,,,28777375.945600003,29367949.308400005,28553469.648000006,29129612.8444,28612496.163599983,29118714.097199984,28347875.732399974,28117720.645999957,28285065.80399999,28604106.973199967,28899572.75599997,28850419.263999984,29890350.279599983,3718219.7403999995,3905856.9672,3360226.4568000003,3373278.3416,2626711.7192,2272887.8944,2118657.1311999997,2227458.4268,2239457.0308,2116421.9992,1940649.1672,1794560.5547999998,1498616.7367999998,2315787.9052,1464085.4736000001,1459146.1044,1496935.2484,1338055.5584000002,1647871.1656000002,1477311.4636,1306538.2963999999,946642.6808000001,735271.9332000001,702074.9292,953595.0424000002,1058947.038,541708.8099999999,93270.25,362648.15,192591.83000000002,342216.24,319073.76999999996,628685.65,344139.06999999995,333770.9600000001,353554.61,179318.05,694528.39,515171.48,1072224.07,240355.04,907859.59,608988.99,647793.42,467865.76,340278.48000000004,351977.81,323031.20999999996,378968.4,421171.2800000001,1429616.28,1573720.16,816610.0,1450530.7599999998,1254131.48,974550.44,1121453.9700000002,1149490.47,1136695.35,1318268.83,1516787.3,1241638.99,1630169.45,0.017857142857142856,0.0,0.0,0.04838709677419355,0.016666666666666666,0.0,0.0,0.01818181818181818,0.020833333333333332,0.034482758620689655,0.023529411764705882,0.030303030303030304,0.04411764705882353,21758.41,2415.68,28556.229999999992,49762.63,16457.089999999997,14164.710000000001,11380.56,25169.629999999997,11044.580000000002,30844.670000000006,5118.429999999999,16170.37,6440.32,21620.19,48154.33,85905.26,2130.71,28644.0,44071.409999999996,24087.199999999997,31586.44,13106.380000000001,17689.5,4337.799999999999
Nucleo Uno,Zona Norte Valle,Cumbre Toluca,,,,,1904015.9759999998,2159869.0360000003,2506766.4412,2636439.7007999998,2890053.1676000003,3167215.2728,3173360.0320000006,3355009.1856,3311521.7063999996,3318468.0648,3340740.6139999987,3302359.9684000006,3393812.1504000006,0.0,0.0,47997.6948,70786.8652,97128.6872,149126.522,286799.21640000003,286799.21640000003,300141.262,356280.2892,306744.7864,289244.88879999996,316270.9704,80082.0896,128990.6152,108600.05519999999,115315.936,215227.29080000002,153587.86560000002,28560.5288,122131.7124,120995.3432,223154.82480000003,287754.38639999996,121956.0552,270582.6048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39069.38,0.0,0.0,0.0,0.0,0.0,0.0,33722.04,25334.03,86052.42000000001,132442.72,0.0,511749.48,289280.56,342212.75,147542.75,242624.95,212446.49,63627.380000000005,128329.59999999999,0.0,48019.59,175567.55,226930.13,136960.02000000002,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.54,0.0,0.0,0.0,0.0,437.92,175.99,323.40000000000003,7871.750000000001,0.0
Nucleo Uno,Zona Norte Valle,Lomas de ucalpan,,,,,15411485.8224,15749079.34759998,16317368.506000001,16658557.08199998,16824141.277599983,16900828.46759997,16824550.82439997,16617925.599199977,17077000.881599978,17186504.9388,17289525.038799994,16868899.41399998,17175069.03599999,997152.6819999998,1058963.8112,1359647.8344,1517816.5272000001,1687639.9192000001,1529703.4179999996,1438017.8052000003,1552643.5876000002,1558160.5044,1263321.6252000001,890695.6584000001,823125.0892,962568.1604,1366353.0879999998,1496327.0951999999,1245504.9512,1078513.908,839388.1596,1072601.2111999998,1090621.2768,807860.3084000001,845448.2052000001,1047439.5420000001,1354627.6236,1452710.2195999997,1918485.1000000003,201675.24000000002,38078.71,248146.56,81286.12,22729.56,243851.81999999998,174058.09,177311.9,273662.3,298004.5299999999,100525.98999999999,285652.57,120478.42,156257.59,125803.01000000001,153911.93,388586.32999999996,220349.38999999998,294617.66,109132.59,176709.44,392874.33,398957.80000000005,116025.44,891271.75,792474.9600000001,863305.28,669031.51,693311.49,576275.62,567246.27,448933.2,938418.58,825907.97,795016.24,899418.79,734360.89,0.045454545454545456,0.1,0.0,0.019230769230769232,0.0,0.0,0.0,0.08,0.0,0.030303030303030304,0.03773584905660377,0.0,0.047619047619047616,8013.51,2334.2400000000002,9083.890000000001,35606.15,36302.200000000004,20439.800000000003,25399.79,21211.200000000004,10852.890000000001,15988.77,1254.98,3599.36,19839.24,8358.36,5881.449999999999,2428.8,5985.219999999999,36466.06,2276.7100000000005,47608.1,93124.27000000002,27262.2,7061.9800000000005,17527.66
Nucleo Uno,Zona Norte Valle,Pir del Valle,,,,,13691304.376800003,14536539.759199992,14744931.255199999,15377123.84119997,15678127.591199981,16453095.736399991,16509075.88359998,16853818.73559999,17227641.202399988,17679968.381199982,18476651.99759998,18864063.678399988,19642968.145599972,1055815.4128,968993.702,701935.2999999999,1071272.7336000002,1262742.356,1021597.5292,900434.5959999999,1070662.8939999999,1199024.6235999998,956950.408,1179034.244,1219818.266,1234220.144,654232.1144000001,1021530.9984,1215103.7332,858064.3491999999,533130.9276,692811.9516,956037.0524,947266.2832,857314.0008,687669.2608,580728.944,911293.564,692912.0711999999,346333.4,244918.44999999998,185383.3,139177.76,39452.43,187540.77000000002,88536.29,59892.13,270255.87999999995,344005.80999999994,126796.24,108502.03,136709.32,339950.68,125226.28,86618.86,367285.11000000004,282873.47000000003,133987.96,140829.90000000002,462334.24,46693.47,178943.18,248479.64999999997,1046345.1799999999,1124810.42,828583.46,895745.32,620818.63,1129818.5499999998,825121.06,792213.69,829042.84,1262392.27,1226314.59,1132400.06,1207272.06,0.10204081632653061,0.11904761904761904,0.0,0.0,0.0,0.0,0.10810810810810811,0.05263157894736842,0.0,0.047619047619047616,0.0,0.022222222222222223,0.038461538461538464,0.99,23078.28,23701.24,11828.699999999999,6142.66,4804.320000000001,361.43,860.07,1309.8499999999997,16357.92,3578.49,37147.48,4468.93,51685.62,18509.979999999996,230.09,31399.4,15936.02,6947.910000000001,19541.479999999996,1356.0,1083.58,2094.69,14770.45
Nucleo Uno,Zona Norte Valle,Puente de Tlalne,,,,,21997576.286399975,22402450.955599986,22422222.742399994,23090302.32719999,22921718.846799966,22798597.694799997,21868094.340799954,21702182.15639997,22117555.39919998,22351365.091999993,22556139.15119999,22828127.498799995,23238388.448799994,2639885.7476,3100212.5872,2821966.5139999995,3174796.4356000004,2907003.9787999997,2613679.1504,2362011.6848000004,1959616.0464000003,1927272.9168000002,1894809.7871999997,2260817.8828,2306265.5575999995,2685621.5519999997,2118884.4460000005,2212551.5552000003,1936698.914,1593180.4592,1365911.8676,1439067.8256,1235048.6204,1233339.5484000002,1307092.0276,1653294.0524000002,1627760.0135999997,1747238.13,1600036.1944,206093.91999999998,118050.18,313990.89999999997,120063.5,267338.24,329018.35000000003,395279.25,332010.93000000005,261323.51,423694.49000000005,546209.88,401103.00999999995,547657.64,931757.5400000002,299010.45999999996,644099.4299999999,748566.3500000001,383111.95,427175.59,530577.27,426742.04,360478.1600000001,386362.79000000004,253531.5,1381204.03,1062867.2000000002,1227163.4000000001,1219812.9300000002,950505.1300000001,781768.6,309922.32999999996,687029.7300000001,1305957.0000000002,927278.0399999999,655428.59,1146384.88,778774.88,0.11538461538461539,0.057692307692307696,0.037037037037037035,0.0625,0.0,0.046511627906976744,0.0,0.034482758620689655,0.04,0.08695652173913043,0.05970149253731343,0.058823529411764705,0.0625,957.2299999999999,0.16,30810.219999999994,23670.489999999998,12618.62,9237.41,20740.72,3266.5699999999997,10923.840000000002,49885.92,6339.72,1351.43,10223.560000000001,7636.51,26613.17,9424.460000000001,37954.4,57825.01,23352.500000000004,69716.09000000001,100533.42000000001,11618.639999999998,12488.949999999999,15985.539999999997
Nucleo Uno,Zona Norte Valle,Puente de Tlalne II,,,,,28488789.332399987,29196161.829999987,29723748.574799985,30160726.12679997,29755739.94439998,30991727.487999994,30608742.996399976,31004931.535199955,31630241.030399963,31385416.26719997,32053167.751599986,32270234.400399975,32998269.615199976,4668611.73,4936309.109600001,4654298.237600001,3566725.9047999997,2851552.7796000005,2490538.3544,2201669.2868,2197068.8284,2822518.2108000005,2376248.7392,2565709.3232000005,2632360.0588,3411916.862,2386553.3755999994,2005646.9256,1926679.3000000003,1925154.0659999999,1567211.5332,1964914.4199999997,2082826.0536000002,2034969.3068,1847935.0967999997,1697858.4792,2028875.8347999998,2266674.0568,1728020.5116,181046.96,469492.51999999996,692993.28,298936.55999999994,537385.04,169644.0,258737.48999999996,218246.77000000002,279943.74,360710.93,411370.64999999997,515006.42,421341.81000000006,784960.3200000001,961968.7100000001,1080407.6400000001,817506.77,569906.3699999999,489850.04999999993,160968.42,586507.89,350835.4,289848.05,245220.16,1311578.89,1544205.9199999997,1721342.6600000001,1731988.1899999997,1364257.08,1877689.8800000001,1058245.57,1170397.38,1252722.34,1180733.0899999999,1439438.3599999999,1490028.3400000003,1238069.4500000002,0.08823529411764706,0.0,0.0273972602739726,0.011627906976744186,0.08433734939759036,0.04081632653061224,0.037037037037037035,0.046875,0.01639344262295082,0.047619047619047616,0.025,0.07142857142857142,0.028169014084507043,30994.409999999996,243.73000000000002,5388.970000000002,41132.92999999999,55281.71,116390.98,7118.690000000001,63210.53999999999,8123.660000000003,18379.89,38790.09,10477.250000000002,78865.76,17047.979999999996,31938.35,7207.49,12415.19,16135.259999999998,8587.550000000001,17612.3,5794.9,7902.010000000001,10162.449999999999,10018.640000000001
Nucleo Uno,Zona Norte Valle,Valles Toluca,,,,,40427583.348,40285859.06159997,38289998.22319999,37917551.80719997,37124784.22319998,38029659.960399985,36432449.644399986,35780516.09719996,35104477.33479998,35315073.48119998,35043281.21279996,35114846.44559998,36059550.43119998,5317147.4492,5736863.127600001,4149274.4187999996,4589601.763599999,4163373.2308000005,4366818.335200001,3880682.3183999998,3557448.6920000003,3332748.1583999987,3001525.5507999994,2948996.2200000007,3177769.5035999995,2982285.5948,3861422.7799999993,2888648.7548,2872442.1776,2489567.2028,2192616.8764000004,2104084.9588,2333192.2552,2146410.8079999997,1876891.9055999997,1988636.1840000001,1676895.8576,1559938.0059999998,1674617.8428,157684.38,433903.07,381699.97000000003,460261.05,912084.53,474787.58,470858.68,302494.92000000004,564977.06,479452.90999999986,453971.30999999994,641855.8,832717.1299999998,2397965.1999999993,474067.79000000004,914329.91,425704.9799999999,876871.4299999999,704766.5599999999,853963.0200000001,802926.2700000003,574970.6300000001,311567.00000000006,513617.93,1862119.95,1641050.8499999999,1203025.1700000002,1144057.74,1112507.7799999998,1624171.1100000003,800968.7299999999,1172229.95,1215444.8499999999,1691769.4000000001,1528274.5499999998,1599326.1,2024137.2799999998,0.04054054054054054,0.012658227848101266,0.0273972602739726,0.02564102564102564,0.02857142857142857,0.07142857142857142,0.04411764705882353,0.0,0.0,0.0,0.04040404040404041,0.03296703296703297,0.12941176470588237,1621.09,17724.359999999997,10906.210000000001,67760.09000000001,21197.28,13242.02,12788.740000000002,22794.089999999997,15809.160000000002,35276.38999999999,51347.65,25888.360000000004,35041.48000000001,50605.52,60966.81999999999,11641.23,40972.64,26384.600000000002,69394.47999999998,17249.5,33578.17999999999,89493.34,18411.7,87836.95999999998
Nucleo Uno,Zona Oriente Valle,Bosques Neza,"19.4, -98.98",Mexico,Estado de México,Chimalhuacán,0.0,0.0,0.0,0.0,212636.55839999998,999639.7328,1673439.2031999999,2172197.2131999987,3040337.9823999996,3991269.936399999,5067022.331599989,5754962.6224,6988111.129199989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52125.0736,94095.97200000001,182890.3964,375908.38,492767.1084,0.0,0.0,0.0,0.0,0.0,0.0,48281.0424,91168.4568,58604.9948,284273.5548,367163.57759999996,680890.282,1077026.5856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142212.11000000002,629264.1599999999,570087.48,457088.63,694684.1100000001,808698.5299999998,883243.57,542900.39,981955.32,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.03571428571428571,0.0,0.15384615384615385,0.13793103448275862,0.07142857142857142,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.25,0.0,0.0,0.0,0.0,0.0,0.0,728.94,677.62
Nucleo Uno,Zona Oriente Valle,Cumbre Neza,"19.405, -98.99",Mexico,Estado de México,Ciudad Nezahualcóyotl,34987523.505199976,36516371.73399999,37675165.750800006,38438851.04879998,39164757.87599999,41005622.306399874,40231255.79439999,40498949.91279999,41308773.04360001,43035966.791999884,44082064.95319999,45124383.11519988,47452300.56039989,3228587.9008,3820287.5199999986,4001898.9528,4027033.615599999,3943316.162799999,3788000.2635999997,3376721.5151999993,3676731.8800000004,3620235.2360000005,3776104.2160000005,3900479.6020000004,3839724.667200001,3618367.8976000007,2753413.247600001,2024416.1304,2150476.2284000004,2277234.9655999998,2182802.7152000004,2251386.7228,2113100.4164,2360630.6264,2542894.9752,1746191.7403999998,1753369.7055999998,3510209.8279999997,3687462.7372,528647.84,668206.5599999999,430516.81000000006,696784.29,231521.03999999998,497857.27999999997,339979.7899999999,550715.9600000001,387469.38,526485.47,513495.1399999999,527614.4199999999,520935.25,534210.46,569784.71,478144.52,969006.2899999999,918568.2800000001,511515.72,599108.3,360681.72,776210.18,268390.55000000005,675059.35,2129787.71,2618447.6500000004,2295211.17,2080996.4300000002,2054998.8499999999,2588725.8,1385941.8899999997,1575665.9800000002,2217455.0,2947358.6899999995,2283502.8400000003,2385056.14,3184411.7,0.04854368932038835,0.03773584905660377,0.03773584905660377,0.025210084033613446,0.04504504504504504,0.02608695652173913,0.009174311926605505,0.044444444444444446,0.0,0.014492753623188406,0.03597122302158273,0.0297029702970297,0.07692307692307693,79633.52,6060.59,44553.01,85958.62,12531.27,38066.34999999999,23979.86,19929.26,21142.19,77167.85000000002,26701.37,281376.86000000004,10980.08,9323.19,63427.12,53116.64,24933.030000000002,30010.160000000003,7052.410000000001,6139.07,6926.42,40472.59,63495.990000000005,15124.73
Nucleo Uno,Zona Oriente Valle,Montana Azul,"19.27, -98.94",Mexico,Estado de México,Xico,1538843.3827999996,2019578.3180000002,2753918.4991999995,3280284.4512000005,3649833.8888000003,4048964.5092,4492915.428799991,4626279.829199999,5530922.785999999,6297155.003199999,6831649.0468,7147378.569599989,7612179.9892,48983.9988,86423.4396,86423.4396,169936.8908,270967.4036,359227.72479999997,326423.2468,279101.0272,215974.59919999997,180950.6636,254945.15480000002,333496.38639999996,444189.74519999995,60053.6604,135829.8296,280145.66719999997,316119.4988,125371.6692,138232.46519999998,177788.706,48302.6564,395227.5392,422452.1816,262314.0304,412927.3336,704984.5819999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27137.17,20145.44,18368.05,129968.56,12167.01,11420.96,19666.45,0.0,58290.66,440999.2,405168.97,617022.7899999999,519579.23,390166.41,344847.01,522080.29,242045.41999999998,852704.15,724789.2899999999,456603.3300000001,371842.49000000005,401826.87,0.0,0.07692307692307693,0.06666666666666667,0.0,0.043478260869565216,0.0,0.05263157894736842,0.041666666666666664,0.0,0.06666666666666667,0.0,0.030303030303030304,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,268.29,0.0,68.76,-28.890000000000008,43.19,2672.7200000000003,1385.98,3384.18,5087.03,3283.55,0.0,147.75,128.24,48.730000000000004,126.67
Nucleo Uno,Zona Oriente Valle,Reyes Paz A,"19.36, -98.98",Mexico,Estado de México,Los Reyes Acaquilpan,20261603.588399976,20983139.56599999,21670092.053599976,21980241.370799966,22571811.11079998,23503084.582399994,23057638.330399998,22612769.173200004,22907214.316399988,23602160.039599977,24296040.98919998,24155325.193999983,24804391.452800006,2025586.8299999998,2153369.3992000003,2330611.2916000006,2113100.3575999998,2515313.0464,2805177.2024000003,2758674.4952000002,2823320.505999999,2988980.3592,2876066.1667999993,2897625.804,2575219.5696,2804804.7368,1535890.5920000002,1316610.3044,1261042.3564,1715804.7351999998,1689709.1828000003,1817384.8528000002,1660085.104,1290946.1848000002,1176418.2236000001,1410014.7715999999,1585001.6460000002,1551288.8255999999,1251916.8104,71685.78,81229.61,176790.76,219109.57,472885.43000000005,115321.80000000002,392315.68000000005,373527.68999999994,222468.81999999998,337523.44,480285.86000000004,303572.29,199165.12,276280.37,499374.62,72744.93,531073.61,431767.19,724089.94,300690.77999999997,380269.49999999994,398107.1400000001,798044.0900000003,381629.29,1308872.2600000002,1438256.9199999997,1589656.73,1286492.63,1135031.9100000001,1103651.24,1108281.28,837499.8899999999,1067099.05,1628352.1899999997,1507202.0699999998,1130269.02,1183692.22,0.0425531914893617,0.06818181818181818,0.10344827586206896,0.06944444444444445,0.0625,0.043478260869565216,0.03225806451612903,0.017857142857142856,0.044444444444444446,0.09259259259259259,0.03896103896103896,0.15,0.15625,147429.71,21998.72,155.29,41833.82,8245.05,46102.15,130887.56999999999,38032.59,2580.5699999999997,64318.15000000001,11496.050000000001,9650.359999999999,31665.71,18711.820000000003,1933.0900000000001,10867.05,7371.29,43345.34,40198.01,10442.12,1218.49,15340.379999999997,15567.009999999995,4276.0599999999995
Nucleo Uno,Zona Oriente Valle,Reyes Paz B,"19.365, -98.985",Mexico,Estado de México,Los Reyes Acaquilpan,24657759.57839998,25691641.008799993,25820550.38319999,26365270.973599996,26570856.921199996,27158054.019199982,26845267.671599973,26692476.411999997,26948703.75199998,26718744.2688,26854647.093999993,26696955.44359999,27196394.73119999,3112627.0431999997,3042333.3811999997,2494791.5092,2631190.8612,3191894.7879999992,3876610.8032000004,4104765.69,3860642.2388,3568831.8591999994,2805952.116,2904279.7251999998,3146045.3876000005,3178499.484,2084203.7544,1693768.054,2005055.4108,2738747.804,2351600.8224,1869811.1343999999,1309367.2179999999,1207023.2392,1967101.4304,2195735.0564,1962890.4556,2297937.9348,2615954.1508,325082.02,532621.6299999999,173480.56000000003,198441.34999999998,71844.91,321653.33999999997,472414.87,358557.42,243612.21,431870.4599999999,191241.8,185502.88999999996,564147.1399999999,1040830.54,171563.25,359462.18,497726.44,364468.45999999996,614429.46,586941.11,984802.9,733897.2499999999,612406.3800000001,448797.97000000003,1352398.1400000001,1860743.5300000003,1556546.93,1386448.36,1179781.9100000001,929961.6900000001,1044023.0,1144902.16,1409570.1099999999,1284581.1000000003,1370292.34,1118969.47,1341307.0499999998,0.08196721311475409,0.10204081632653061,0.05405405405405406,0.0,0.05405405405405406,0.018518518518518517,0.019230769230769232,0.02127659574468085,0.04,0.0,0.07142857142857142,0.046875,0.06666666666666667,23724.53,138.18,1739.3500000000001,34201.56,14986.2,25374.56,8986.35,11169.589999999998,13116.840000000002,11736.889999999998,22397.32,14583.710000000001,31408.410000000003,25093.47,27406.690000000002,8032.9,1895.6299999999999,6767.42,17347.620000000003,36250.63,97151.07,5901.539999999999,48896.44,17596.46
Nucleo Uno,Zona Oriente Valle,Riberas Texcoco,"19.51, -98.88",Mexico,Estado de México,Texcoco de Mora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21160.0,110781.8276,170635.5444,213656.924,449096.31680000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,74621.08,40010.38,50000.0,216140.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
